FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,NEARBY_PBTRNSP_NM,PARKNG_POSBL_AT,BASE_DE
강릉병산옹심이골목,강원도 강릉시 병산동,42,42150,128.944649,37.759655,강원,자루뫼,유,20211231
아바이순대타운,강원도 속초시 금호동 492-51,42,42210,128.589145,38.204664,강원,관광수산시장,유,20211231
학사평콩꽃마을순두부촌,강원도 속초시 노학동,42,42210,128.529887,38.190603,강원,원암로입구,유,20211231
대포항원조튀김골목,강원도 속초시 대포동,42,42210,128.599662,38.174195,강원,대포항입구,유,20211231
새우튀김 골목,강원도 속초시 대포동 965,42,42210,128.607378,38.174254,강원,대포항입구,유,20211231
속초먹거리단지,강원도 속초시 먹거리7길 1,42,42210,128.574276,38.194125,강원,청초교,유,20211231
장사항횟집타운,강원도 속초시 장사동,42,42210,128.557909,38.214106,강원,우림연립,유,20211231
닭강정골목,강원도 속초시 중앙동,42,42210,128.589216,38.206376,강원,관광수산시장,유,20211231
오색약수산채음식촌,강원도 양양군 서면 오색리,42,42830,128.460992,38.083497,강원,오색,유,20211231
고씨굴칡국수촌,강원도 영월군 김삿갓면 진별리,42,42750,128.546766,37.145383,강원,고씨굴,유,20211231
다하누촌중앙광장,강원도 영월군 주천면 주천리,42,42750,128.287645,37.26719,강원,주천약국앞,,20211231
중앙시장만두칼국수골목,강원도 원주시 중앙동,42,42130,127.950558,37.349783,강원,평원로중앙시장,유,20211231
중앙로문화의거리,강원도 원주시 중앙동,42,42130,127.950558,37.349783,강원,평원로중앙시장,유,20211231
자유시장돈가스골목,강원도 원주시 중앙동,42,42130,127.950558,37.349783,강원,원일로중앙시장,유,20211231
원주한우골목,강원도 원주시 중앙동,42,42130,127.950558,37.349783,강원,강원감영,유,20211231
인제용대리황태마을,강원도 인제군 북면 용대리,42,42810,128.36517,38.188672,강원,용대삼거리,유,20211231
정선아리랑시장먹자골목,강원도 정선군 정선읍 봉양리,42,42770,128.639274,37.390814,강원,신용협동조합,,20211231
낙원동닭갈비골목,강원도 춘천시 낙원동,42,42110,127.724126,37.87927,강원,중앙시장,유,20211231
온의닭갈비거리,강원도 춘천시 온의동,42,42110,127.715795,37.861076,강원,남춘천역 경춘선,유,20211231
오삼불고기거리,강원도 평창군 대관령면 횡계리,42,42760,128.717676,37.709906,강원,횡계리,유,20211231
효석문화마을메밀음식거리,강원도 평창군 봉평면 원길리,42,42760,128.369995,37.636091,강원,창동2리,유,20211231
양지말화로숯불구이촌,강원도 홍천군 홍천읍 양지말길 17-4,42,42720,127.831357,37.659645,강원,양지마을,유,20211231
횡성한우마을,강원도 횡성군 우천면 우항리,42,42790,128.07343,37.451982,강원,우천약국,유,20211231
횡성먹거리단지,강원도 횡성군 횡성읍 곡교리,42,42790,127.97636,37.462464,강원,원주공항,유,20211231
청평호반매운탕촌,경기도 가평군 설악면 회곡리,41,41820,127.444344,37.694616,경기,발전소,유,20211231
행주산성먹거리촌,경기도 고양시 덕양구 행주내동,41,41281,126.82685,37.605395,경기,행주산성,유,20211231
행주외동 장어마을,경기도 고양시 덕양구 행주산성로144번길 31-16,41,41281,126.815485,37.601452,경기,서원,유,20211231
행주산성음식문화거리,경기도 고양시 덕양구 행주외동,41,41281,126.814483,37.605406,경기,고양시정연수원입구,유,20211231
애니골,경기도 고양시 일산동구 풍동,41,41285,126.798193,37.667555,경기,풍산역,유,20211231
대화동먹자골목,경기도 고양시 일산서구 대화동,41,41287,126.741261,37.672133,경기,대화역,유,20211231
밤일음식문화거리,경기도 광명시 하안동,41,41210,126.869877,37.459054,경기,밤일마을,유,20211231
분원마을붕어찜거리,경기도 광주광역시시 남종면 분원리,41,41610,127.298881,37.495799,경기,분원초교,유,20211231
남한산성보양거리,경기도 광주광역시시 남한산성면 산성리,41,41610,127.186948,37.477763,경기,남한산성(종점),유,20211231
남한산성백숙거리,경기도 광주광역시시 남한산성면 산성리 1238,41,41610,127.184408,37.477403,경기,남한산성(종점),유,20211231
돌다리곱창골목,경기도 구리시 수택동,41,41310,127.148909,37.594596,경기,구리역,,20211231
대명포구횟타운,경기도 김포시 대곶면 대명리,41,41570,126.55303,37.649287,경기,대명항,유,20211231
김포평화누리길장어마을,경기도 김포시 월곶면 포내리,41,41570,126.534336,37.722315,경기,성동검문소,유,20211231
동두천맛거리,경기도 동두천시 상봉암동,41,41250,127.061425,37.948066,경기,소요산역,유,20211231
생연음식문화거리,경기도 동두천시 생연동,41,41250,127.063579,37.903863,경기,동두천중앙역,유,20211231
둘리의거리,경기도 부천시 상동,41,41190,126.751881,37.500666,경기,송내역,유,20211231
까치울음식테마마을,경기도 부천시 작동,41,41190,126.816147,37.513158,경기,까치울초등학교,유,20211231
서현시범맛집거리,경기도 성남시 분당구 서현동,41,41135,127.134433,37.382264,경기,새마을연수원입구,유,20211231
효자촌먹자거리,경기도 성남시 분당구 서현동 351,41,41135,127.137623,37.378819,경기,임광아파트정문.효자촌입구.분당중앙교회,유,20211231
율동푸드파크,경기도 성남시 분당구 율동,41,41135,127.158619,37.386449,경기,율동공원사거리,유,20211231
정자동 먹자골목,경기도 성남시 분당구 정자동,41,41135,127.115503,37.364409,경기,정자역,유,20211231
닭죽촌민속마을,경기도 성남시 수정구 단대동,41,41131,127.157299,37.454939,경기,민속마을닭죽촌,,20211231
일월먹거리촌,경기도 수원시 권선구 구운동,41,41113,126.970449,37.280869,경기,구운동성원아파트.일월먹거리촌,유,20211231
수원곱창골목,경기도 수원시 영통구 영통동,41,41117,127.072337,37.254867,경기,영통역,유,20211231
수원다문화푸드랜드,경기도 수원시 팔달구 매산로 2-10 역전시장,41,41115,127.002388,37.266094,경기,수원역,유,20211231
수원생고기골목,경기도 수원시 팔달구 매산로1가,41,41115,127.001788,37.267107,경기,수원역,유,20211231
지동시장 순대타운,경기도 수원시 팔달구 창룡문로 3,41,41115,127.02006,37.27792,경기,지동시장,,20211231
수원남문시장푸드트럭거리,경기도 수원시 팔달구 팔달문로 9,41,41115,127.018472,37.277762,경기,팔달문,유,20211231
화서역먹거리촌,경기도 수원시 팔달구 화서동,41,41115,126.994271,37.283011,경기,화서역,유,20211231
오이도음식문화거리,경기도 시흥시 정왕동 2065,41,41390,126.687279,37.341681,경기,오이도빨강등대,유,20211231
대부도방아머리먹거리타운,경기도 안산시 단원구 대부북동,41,41273,126.57029,37.260367,경기,방아머리제1주차장,유,20211231
댕이골전통음식거리,경기도 안산시 상록구 사동,41,41271,126.840038,37.292539,경기,댕이골,유,20211231
안성맞춤먹거리타운,경기도 안성시 당왕동,41,41271,127.26957,37.020426,경기,대천동성당,유,20211231
평촌먹거리촌,경기도 안양시 동안구 평촌동,41,41173,126.967994,37.388741,경기,범계역,유,20211231
안양명물순대곱창골목,경기도 안양시 만안구 안양동,41,41171,126.916118,37.388556,경기,안양역,유,20211231
안양예술공원음식문화거리,경기도 안양시 만안구 안양동,41,41171,126.916118,37.388556,경기,안양예술공원종점.갈멜산기도원입구,유,20211231
양주골한우마을,경기도 양주시 백석읍 기산리,41,41630,126.950228,37.771866,경기,기산리종점,유,20211231
장흥관광지 한식마을,경기도 양주시 장흥면 권율로 193,41,41630,126.948953,37.732084,경기,권율장군묘,유,20211231
천서리막국수촌,경기도 여주시 대신면 천서리 611-7,41,41730,127.547821,37.403283,경기,천서사거리,유,20211231
신륵사매운탕촌,경기도 여주시 천송동,41,41730,127.662147,37.303751,경기,천송동,유,20211231
운암뜰한식거리,경기도 오산시 원동,41,41370,127.082663,37.141256,경기,오산역,,20211231
독산성음식문화거리,경기도 오산시 지곶동,41,41370,127.02627,37.17649,경기,지곳동,,20211231
기흥맛깔촌,경기도 용인시 기흥구 상갈동,41,41463,127.110878,37.265517,경기,상갈역,유,20211231
신봉동외식타운,경기도 용인시 수지구 신봉동,41,41465,127.057629,37.332353,경기,서봉마을.노블랜드,유,20211231
수지외식타운,경기도 용인시 수지구 풍덕천동,41,41465,127.092206,37.323828,경기,수지구청역,유,20211231
백운호수 음식마을,경기도 의왕시 백운로 497-3,41,41430,126.99981,37.380752,경기,백운호수,,20211231
백운산토속음식마을,경기도 의왕시 오전동,41,41430,126.983785,37.35917,경기,오메기저수지,유,20211231
의정부부대찌개거리,경기도 의정부시 태평로137번길 22-1,41,41150,127.049645,37.744724,경기,의정부중앙역,유,20211231
도예촌쌀밥거리,경기도 이천시 사음동,41,41500,127.417893,37.294917,경기,사음2동.동일냉장,,20211231
임진강황복마을,경기도 파주시 문산읍 임진리,41,41480,126.79403,37.885724,경기,임진리,유,20211231
파주맛고을음식문화거리,경기도 파주시 탄현면 성동리,41,41480,126.678047,37.781713,경기,프로방스마을입구,유,20211231
평택매운음식골목,경기도 평택시 통복동,41,41220,127.076417,36.992776,경기,통복시장후문,유,20211231
신북오리촌,경기도 포천시 신북면 심곡리,41,41650,127.173953,37.922646,경기,깊이울경로당,유,20211231
제부도음식문화시범거리,경기도 화성시 서신면 제부리,41,41450,126.622812,37.170469,경기,해안산책로 정류장,유,20211231
거창시장순대거리,경상남도 거창군 거창읍 중앙리,48,48880,127.911706,35.689743,경남,거창시장,유,20211231
불암동장어마을,경상남도 김해시 불암동,48,48250,128.923056,35.222002,경남,불암역,유,20211231
강변장어타운,경상남도 김해시 불암동,48,48250,128.923056,35.222002,경남,강변장어타운,유,20211231
글로벌푸드타운,경상남도 김해시 서상동,48,48250,128.88001,35.234401,경남,농협김해시지부,,20211231
삼천포실비집거리,경상남도 사천시 벌리동,48,48240,128.083393,34.939607,경남,하나로로타리,유,20211231
삼천포팔포매립지횟집거리,경상남도 사천시 서금동,48,48240,128.075235,34.924665,경남,노산공원입구,유,20211231
부림시장먹자골목,경상남도 창원시 마산합포구 부림동,48,48125,128.572594,35.205508,경남,부림시장,유,20211231
마산어시장 장어거리,경상남도 창원시 마산합포구 수산1길 74,48,48125,128.575728,35.199841,경남,기업은행앞어시장,유,20211231
반송시장칼국수촌,경상남도 창원시 성산구 반림동,48,48123,128.671128,35.237263,경남,반송시장 아이필상가,,20211231
충무김밥거리,경상남도 통영시 항남동,48,48220,128.422857,34.841649,경남,문화마당,유,20211231
하동재첩특화마을,경상남도 하동군 하동읍 섬진강대로 1877,48,48850,127.766691,35.058512,경남,신촌,유,20211231
함안한우국밥촌,경상남도 함안군 함안면 북촌리,48,48730,128.437887,35.239513,경남,함안정류소,,20211231
합천한우거리,경상남도 합천군 삼가면 일부3길 15,48,48890,128.124781,35.411383,경남,삼가,유,20211231
오렌지타운거리,경상북도 경산시 조영동,47,47290,128.754907,35.841634,경북,영남대역 대구2호선,유,20211231
순두부골목,경상북도 경주시 북군동,47,47130,129.258833,35.859637,경북,북군동펜션마을 동궁원,유,20211231
화산한우숯불단지,경상북도 경주시 천북면 화산리,47,47130,129.299019,35.920459,경북,화산,유,20211231
팔우정해장국거리,경상북도 경주시 황오동 317-4,47,47130,129.216043,35.840899,경북,팔우정,유,20211231
진평음식특화거리,경상북도 구미시 진평동 1078,47,47190,128.429594,36.093486,경북,진평중학교입구,,20211231
지례흑돼지골목,경상북도 김천시 지례면 교리,47,47150,128.034813,35.996071,경북,삼거리,유,20211231
봉성돼지숯불단지,경상북도 봉화군 봉성면 봉명로 558 봉성우체국,47,47920,128.815704,36.884032,경북,봉성,유,20211231
다덕약수탕토속음식단지,경상북도 봉화군 봉성면 우곡리,47,47920,128.827745,36.94146,경북,다덕약수관광단지,,20211231
낙동강한우먹거리촌,경상북도 상주시 낙동면 낙동리,47,47250,128.299321,36.364949,경북,낙동정류장,유,20211231
안동찜닭골목,경상북도 안동시 서부동 184-4,47,47170,128.728274,36.565456,경북,안동약국 성모안과앞,유,20211231
안동갈비골목,경상북도 안동시 운흥동,47,47170,128.731345,36.560606,경북,안동역,,20211231
음식의거리,경상북도 안동시 운흥동,47,47170,128.731345,36.560606,경북,안동역,,20211231
영덕대게거리,경상북도 영덕군 강구면 강구리,47,47770,129.387026,36.364762,경북,명신약국,유,20211231
영천한우숯불단지,경상북도 영천시 도남동,47,47230,128.935182,35.929991,경북,도남경로당,,20211231
영천곰탕골목,경상북도 영천시 완산동,47,47230,128.952589,35.962156,경북,영천공설시장(완산동주민센터건너),,20211231
용궁순대거리,경상북도 예천군 용궁면 읍부리,47,47900,128.278637,36.607549,경북,용궁역,유,20211231
의성마늘소먹거리타운,경상북도 의성군 봉양면 화전리,47,47730,128.572284,36.304805,경북,봉양,유,20211231
청도추어탕거리,경상북도 청도군 청도읍 고수리,47,47820,128.742483,35.639931,경북,청도공용버스터미널,유,20211231
구룡포과메기물회거리,경상북도 포항시 남구 구룡포읍 구룡포리,47,47111,129.551181,36.000332,경북,구룡포환승센터,,20211231
광주송정떡갈비골목,광주광역시 광산구 송정동,29,29200,126.799023,35.13607,광주,광주송정역,유,20211231
동곡동꽃게장백반거리,광주광역시 광산구 하산동,29,29200,126.765722,35.097481,광주,동곡동행정복지센터,유,20211231
아시아음식문화거리,광주광역시 동구 광산동,29,29110,126.919476,35.146497,광주,문화전당역 광주1호선,유,20211231
무등산보리밥거리,광주광역시 동구 지산동,29,29110,126.942264,35.148609,광주,지산유원지입구,유,20211231
광주오리요리거리,광주광역시 북구 신안동,29,29170,126.900066,35.168244,광주,광주역 광주선,유,20211231
금호먹거리촌,광주광역시 서구 금호동,29,29140,126.855842,35.132762,광주,서창농협,유,20211231
상무지구먹자골목,광주광역시 서구 치평동,29,29140,126.841858,35.15328,광주,한국은행,유,20211231
서부정류장막창골목,대구광역시 남구 대명동,27,27200,128.576943,35.837275,대구,서부정류장역,유,20211231
앞산맛둘레길,대구광역시 남구 대명동,27,27200,128.576943,35.837275,대구,앞산자락카페마실앞,유,20211231
봉덕맛길,대구광역시 남구 봉덕동,27,27200,128.595734,35.829198,대구,봉덕2동새마을금고앞,,20211231
안지랑 곱창 거리,대구광역시 남구 안지랑로16길 67,27,27200,128.575147,35.836878,대구,안지랑역 대구1호선,유,20211231
장기동먹거리촌,대구광역시 달서구 본리동,27,27290,128.538242,35.83996,대구,현대백조아파트앞,유,20211231
주리먹거리촌,대구광역시 달성군 가창면 주리,27,27710,128.621379,35.751148,대구,,유,20211231
원조닭똥집골목,대구광역시 동구 신암동,27,27140,128.624486,35.883987,대구,평화시장(닭똥집골목)건너,유,20211231
운암지먹거리타운,대구광역시 북구 구암동,27,27230,128.567448,35.932247,대구,부영7단지앞,유,20211231
반고개무침회골목,대구광역시 서구 달구벌대로375길 14-1,27,27170,128.570116,35.862274,대구,반고개역 대구2호선,유,20211231
인동촌아나고골목,대구광역시 서구 비산동,27,27170,128.558317,35.88352,대구,달성공원역 대구3호선,유,20211231
서부오미가미거리,대구광역시 서구 비산동,27,27170,128.558317,35.88352,대구,서부시장앞,,20211231
중리동곱창골목,대구광역시 서구 중리동,27,27170,128.540309,35.864026,대구,퀸스로드앞(동편),유,20211231
범어먹거리타운,대구광역시 수성구 범어동,27,27290,128.631277,35.857723,대구,범어역 대구2호선,,20211231
들안길먹거리타운,대구광역시 수성구 상동,27,27290,128.611559,35.833364,대구,KT상동지사앞,유,20211231
덕산떡전골목,대구광역시 중구 계산동2가,27,27110,128.589186,35.867212,대구,반월당역 대구1호선,유,20211231
대구보쌈골목,대구광역시 중구 남산동,27,27110,128.58624,35.86116,대구,반월당역 대구1호선,유,20211231
동인동 찜갈비골목,대구광역시 중구 동인동1가,27,27110,128.603731,35.87234,대구,동인치안센터앞,유,20211231
송촌동먹자골목,대전광역시 대덕구 송촌동,30,30230,127.442739,36.364592,대전,송촌119안전센터,유,20211231
중앙시장먹자역,대전광역시 동구 중동,30,30110,127.429721,36.33141,대전,대전역 1호선,,20211231
대전막창골목,대전광역시 서구 괴정동,30,30170,127.379974,36.338697,대전,래미안아파트2단지,유,20211231
명지선창회타운,부산광역시 강서구 명지동,26,26440,128.905517,35.120322,부산,동리,유,20211231
금정산성먹거리촌,부산광역시 금정구 금성동,26,26410,129.053912,35.254086,부산,죽전마을,유,20211231
해물포장마차촌,부산광역시 기장군 기장읍 연화리,26,26710,129.221557,35.215383,부산,연화리,유,20211231
칠암붕장어마을,부산광역시 기장군 일광면 칠암리,26,26710,129.256065,35.299343,부산,신평,,20211231
문현동곱창골목,부산광역시 남구 문현동 351-35,26,26290,129.069732,35.135668,부산,지게골역 부산2호선,유,20211231
부산역풍물거리,부산광역시 동구 초량동,26,26170,129.037335,35.120581,부산,부산역 부산1호선,유,20211231
초량동 돼지갈비골목,부산광역시 동구 초량동,26,26170,129.037335,35.120581,부산,초량역 부산1호선,유,20211231
동래파전골목,부산광역시 동래구 명륜동,26,26260,129.085084,35.210942,부산,동래구청,유,20211231
온천장곰장어골목,부산광역시 동래구 온천동,26,26260,129.068176,35.213886,부산,온천시장,유,20211231
범천동 조방낙지골목,부산광역시 부산광역시진구 범천동,26,26230,129.051808,35.148048,부산,범일역 부산1호선,유,20211231
서면 먹자골목,부산광역시 부산광역시진구 부전동,26,26230,129.057921,35.157387,부산,서면역,,20211231
서면향토음식특화거리,부산광역시 부산광역시진구 부전동,26,26230,129.057921,35.157387,부산,서면역,유,20211231
다대포생선회먹거리타운,부산광역시 사하구 다대동,26,26380,128.971154,35.056301,부산,다대포해수욕장역 부산1호선,,20211231
광안동곱창거리,부산광역시 수영구 광안동,26,26500,129.10936,35.159559,부산,수영역,유,20211231
부산민락동횟집거리,부산광역시 수영구 민락동,26,26500,129.125542,35.159807,부산,진로비치아파트,,20211231
콩나물 해장국골목,부산광역시 수영구 민락동,26,26500,129.125542,35.159807,부산,진로비치아파트,유,20211231
부산자갈치양곱창골목,부산광역시 중구 남포동5가,26,26110,129.029432,35.0976,부산,자갈치역 부산1호선,유,20211231
부평족발골목,부산광역시 중구 부평동2가,26,26110,129.025752,35.100588,부산,자갈치역 부산1호선,유,20211231
부평동죽집골목,부산광역시 중구 부평동2가,26,26110,129.025752,35.100588,부산,보수동책방골목,유,20211231
팥빙수골목,부산광역시 중구 신창동1가,26,26110,129.030368,35.101324,부산,남포역 부산1호선,유,20211231
창선동 먹자골목,부산광역시 중구 창선동2가,26,26110,129.028612,35.099554,부산,자갈치역 부산1호선,,20211231
청사포횟집촌,부산광역시 해운대구광역시 중동,26,26350,129.17674,35.162511,부산,청사포,유,20211231
논현동먹자골목,서울특별시  강남구 논현동,11,11680,127.031713,37.51368,서울,논현역,유,20211231
성내동주꾸미골목,서울특별시  강동구 성내동,11,11740,127.12899,37.530494,서울,천호역,,20211231
